,Archive ID,Title,Volume,Image Count,SI Libraries URL,BHL URL,Internet Archive URL,BHL Link URL
53,annualreportofbo1934smit,Annual report of the Board of Regents of the Smithsonian Institution,1934,560,https://library.si.edu/digital-library/book/annualreportofbo1934smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1934smit,https://archive.org/details/annualreportofbo1934smit,https://www.biodiversitylibrary.org/itempdf/35622
54,annualreportofbo1882smit,Annual report of the Board of Regents of the Smithsonian Institution,1882,892,https://library.si.edu/digital-library/book/annualreportofbo1882smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1882smit,https://archive.org/details/annualreportofbo1882smit,https://www.biodiversitylibrary.org/itempdf/33409
55,annualreportofbo1928smit,Annual report of the Board of Regents of the Smithsonian Institution,1928,948,https://library.si.edu/digital-library/book/annualreportofbo1928smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1928smit,https://archive.org/details/annualreportofbo1928smit,https://www.biodiversitylibrary.org/itempdf/33432
56,annualreportofbo1892smith,Annual report of the Board of Regents of the Smithsonian Institution,1892 [Includes Report USNM],876,https://library.si.edu/digital-library/book/annualreportofbo1892smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1892smith,https://archive.org/details/annualreportofbo1892smith,https://www.biodiversitylibrary.org/itempdf/35654
57,statementbysecre1984smit,Statement by the Secretary,1984,86,https://library.si.edu/digital-library/book/statementbysecre1984smit,http://www.biodiversitylibrary.org/ia/statementbysecre1984smit,https://archive.org/details/statementbysecre1984smit,https://www.biodiversitylibrary.org/itempdf/10870
58,annualreportofb1890smit,Annual report of the Board of Regents of the Smithsonian Institution,1890 [Includes Report USNM],1222,https://library.si.edu/digital-library/book/annualreportofb1890smit,http://www.biodiversitylibrary.org/ia/annualreportofb1890smit,https://archive.org/details/annualreportofb1890smit,https://www.biodiversitylibrary.org/itempdf/12152
59,annualreportofbo1902smith,Annual report of the Board of Regents of the Smithsonian Institution,1902 [Includes Report USNM],1362,https://library.si.edu/digital-library/book/annualreportofbo1902smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1902smith,https://archive.org/details/annualreportofbo1902smith,https://www.biodiversitylibrary.org/itempdf/33494
60,annualreportofbo1917smitfo,Annual report of the Board of Regents of the Smithsonian Institution,1917,964,https://library.si.edu/digital-library/book/annualreportofbo1917smitfo,http://www.biodiversitylibrary.org/ia/annualreportofbo1917smitfo,https://archive.org/details/annualreportofbo1917smitfo,https://www.biodiversitylibrary.org/itempdf/49955
61,annualreportofbo1900smit,Annual report of the Board of Regents of the Smithsonian Institution,1900 [Includes Report USNM],1020,https://library.si.edu/digital-library/book/annualreportofbo1900smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1900smit,https://archive.org/details/annualreportofbo1900smit,https://www.biodiversitylibrary.org/itempdf/35772
62,smithsonianyear1976smit,Smithsonian year,1976,556,https://library.si.edu/digital-library/book/smithsonianyear1976smit,http://www.biodiversitylibrary.org/ia/smithsonianyear1976smit,https://archive.org/details/smithsonianyear1976smit,https://www.biodiversitylibrary.org/itempdf/83470
63,annualreportofbo1860smit,Annual report of the Board of Regents of the Smithsonian Institution,1860,462,https://library.si.edu/digital-library/book/annualreportofbo1860smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1860smit,https://archive.org/details/annualreportofbo1860smit,https://www.biodiversitylibrary.org/itempdf/33412
64,annualreportofbo18842smit,Annual report of the Board of Regents of the Smithsonian Institution,1884:pt.2 [Includes Report USNM],704,https://library.si.edu/digital-library/book/annualreportofbo18842smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18842smit,https://archive.org/details/annualreportofbo18842smit,https://www.biodiversitylibrary.org/itempdf/35790
65,annualreportofbo1932smit,Annual report of the Board of Regents of the Smithsonian Institution,1932,588,https://library.si.edu/digital-library/book/annualreportofbo1932smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1932smit,https://archive.org/details/annualreportofbo1932smit,https://www.biodiversitylibrary.org/itempdf/33480
66,smithsonianyeara1984smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,1984,712,https://library.si.edu/digital-library/book/smithsonianyeara1984smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara1984smit,https://archive.org/details/smithsonianyeara1984smit,https://www.biodiversitylibrary.org/itempdf/83480
